id	jurisdiction	name	type	target	announcement_date	effective_date	enforcement_date	removal_date	removal_method	removal_details	booster_id	duration_days	compliance	exemptions	executive_orders	enforcement_measures	authority	communications	vaccine_eligibility_info	vaccine_availability_info	ATAGI	uptake	popu_info	notes	source	ref_code	ref_no
46	WA	(Booster) 2022-2-5	Employment,Public Space	all persons aged 18 and above requiring entry to correctional facilities	2022-02-01		2022-02-05	2022-06-10				129	BOOSTER\nNeed proof of booster vaccination, if eligible\n	Medical, temporary exemption, adetainee a prisoner, under the age of 12 years, any other person or class of persons who the Chief Health Officer, or a person\nauthorised by the CHO declares in\nwriting to be an exempt person or someone entering any part of the correctional facility for the purpose of performing a law enforcement duty that can't be done elsewhere, completing a legal obligation mandated by federal law, having a valid permit to enter the facility for work-related purposes (federal or state), responding to an emergency where a vaccinated person isn't available.	WA Correctional Facility Entrant Directions		WA Department of Justice		All West Australians aged 12 years and over were eligible to be vaccinated by 13/09/21\n8/6/21 for people aged 30-49 (pfizer), 50 and over (Astrazeneca) and fpr 16 and over Indigenous and Torres Strait Islander people\n16/8/21 for people aged 16-29\nSee the 'Aus Vaccine Availability' sheet for more information	All West Australians aged 12 years and over were able to be vaccinated by 13/09/21\n10/6/21 for people aged 30-49 (pfizer), 50 and over (Astrazeneca) and fpr 16 and over Indigenous and Torres Strait Islander people\n16/8/21 for people aged 16-29\nSee the 'Aus Vaccine Availability' sheet for more information	ATAGI recommends that a person receive their\nbooster vaccination being:\n(a) from the 24 December 2021 until 3 January 2022, a date which is 5 months from\nthe date the person became fully vaccinated;\n(b) from 4 January 2022 until 30 January 2022, a date which is 4 months from the\ndate the person became fully vaccinated;\n( c) from 31 January 2022, a date which is 3 months from the date the person became\nfully vaccinated				WA Government Annoucement	WABCRF00V2	
47	WA	Court and Tribunal Worker (Restrictions on Access) Directions	Employment	Court and Tribunal Workers		2022-01-31	2022-02-05	2022-06-10				130	First dose by 5/2/22\nSecond dose by 5/3/22	Unvaccinated individuals may enter to:\n(a) perform a law enforcement function;\n(b) fulfill a statutory duty under Commonwealth law;\n(c) exercise rights under a Fair Work, Work Health and Safety, or Industrial Relations Act entry permit;\n(d) respond to an emergency when no vaccinated person is available; or\n(e) under any written approval from the Chief Health Officer, subject to conditions.	Court and Tribunal Worker (Restrictions\non Access) Directions	It is an offence for a person to fail, without reasonable excuse, to comply with any of these directions, punishable by a fine of up to $20,000 for individuals and $100,000 for bodies corporate.											
48	WA	(Booster) Vaccination (Restrictions on Access) Directions	Employment	Air Services and Border Worker\nBuilding and Construction Industry Worker\nCommunity Care Services Worker\nCritical Businesses Worker\nCritical Government Regulator\nCritical Infrastructure Worker\nEducation Worker\nFire and Emergency Services Worker\nHealth Worker\nMeat Industry Worker\nMinisterial Staff Member\nPort Worker and Exposed Port Worker\nPrimary Health Care Worker\nPublic and Commercial Transport Workers\nRemote Aboriginal Community Worker\nResidential Aged Care Facility Worker\nResources Industry Worker\nWA Correctional Facility Entrant\nWA Police Force Worker\nWA Police Mission Critical Areas Worker			2022-02-05	2022-06-10				125	BOOSTER\nthe person is to be administered the booster vaccination within one calendar month of the date the person first became eligible, or by 5 February 2022, whichever is the latter.\nMust provide evidence of vaccination	Unvaccinated individuals may enter to:\n(a) perform a law enforcement function;\n(b) fulfill a statutory duty under Commonwealth law;\n(c) exercise rights under a Fair Work, Work Health and Safety, or Industrial Relations Act entry permit;\n(d) respond to an emergency when no vaccinated person is available; or\n(e) under any written approval from the Chief Health Officer, subject to conditions.	Booster Vaccination (Restrictions on\nAccess) Directions						ATAGI recommends that a person receive their\nbooster vaccination being:\n(a) from the 24 December 2021 until 3 January 2022, a date which is 5 months from\nthe date the person became fully vaccinated;\n(b) from 4 January 2022 until 30 January 2022, a date which is 4 months from the\ndate the person became fully vaccinated;\n( c) from 31 January 2022, a date which is 3 months from the date the person became\nfully vaccinated						
49	WA	Parliamentary Employee (Restrictions on Access) Directions	Employment	Parlimentary employees		2022-01-31	2022-02-21	2022-06-10				130	First dose by 21/2/22\nSecond dose by 21/3/22	Unvaccinated individuals may enter to:\n(a) perform a law enforcement function;\n(b) fulfill a statutory duty under Commonwealth law;\n(c) exercise rights under a Fair Work, Work Health and Safety, or Industrial Relations Act entry permit;\n(d) respond to an emergency when no vaccinated person is available; or\n(e) under any written approval from the Chief Health Officer, subject to conditions.	Parliamentary Employee (Restrictions on\nAccess) Directions	It is an offence for a person to fail, without reasonable excuse, to comply with any of these directions, punishable by a fine of up to $20,000 for individuals and $100,000 for bodies corporate.											
50	WA	WA's Safe Transition Plan 3	Public Space,Travel	Interstate arrivals/travellers	2022-02-18		2022-03-03	2022-04-29	annouced by wa.gov announcement			70	Have a registered G2G Pass\nBe triple dose vaccinated, if eligible\nUndertake a Rapid Antigen Test upon arrival within 12 hours and report any positive result.				Public Health Order	wa.gov announcements before and on the date of enforcement	All West Australians aged 12 years and over were eligible to be vaccinated by 13/09/21\n8/6/21 for people aged 30-49 (pfizer), 50 and over (Astrazeneca) and fpr 16 and over Indigenous and Torres Strait Islander people\n16/8/21 for people aged 16-29\nSee the 'Aus Vaccine Availability' sheet for more information	All West Australians aged 12 years and over were able to be vaccinated by 13/09/21\n10/6/21 for people aged 30-49 (pfizer), 50 and over (Astrazeneca) and fpr 16 and over Indigenous and Torres Strait Islander people\n16/8/21 for people aged 16-29\nSee the 'Aus Vaccine Availability' sheet for more information					WA Government Annoucement	WAPISTT0V3	1044
51	WA	WA's Safe Transition Plan 3	Public Space,Travel	International arrivals/travellers	2022-02-18		2022-03-03	2022-07-06				138	Meet Commonwealth Government requirements (external link) to enter Australia\nBe fully vaccinated under the Commonwealth Government requirements, if eligible\nHave a registered G2G Pass\nUndertake a Rapid Antigen Test upon arrival within 12 hours and report any positive result\nUnvaccinated returning Australians will be required to complete hotel quarantine until 1/6/22			From 1/6/22 - Returning unvaccinated Australians and permanent residents will no longer be quarantined for seven days on return to WA.\nUnvaccinated non-Australians are not permitted to enter Australia under Commonwealth orders.	Public Health Order	wa.gov announcements before and on the date of enforcement	All West Australians aged 12 years and over were eligible to be vaccinated by 13/09/21\n8/6/21 for people aged 30-49 (pfizer), 50 and over (Astrazeneca) and fpr 16 and over Indigenous and Torres Strait Islander people\n16/8/21 for people aged 16-29\nSee the 'Aus Vaccine Availability' sheet for more information	All West Australians aged 12 years and over were able to be vaccinated by 13/09/21\n10/6/21 for people aged 30-49 (pfizer), 50 and over (Astrazeneca) and fpr 16 and over Indigenous and Torres Strait Islander people\n16/8/21 for people aged 16-29\nSee the 'Aus Vaccine Availability' sheet for more information					WA Government Annoucement	WAPINT00V3	4535\n1044
52	WA	(Booster) for Mandatory Vaccination Policy Phased Approach Group 1	Employment	Transport, freight and logistics			2022-03-09	2022-06-10				93	proof of booster vaccination	Same as COVID Transition (Border Requirements) Directions	TRANSPORT, FREIGHT AND LOGISTICS DIRECTIONS (NO 14)		Public Health Order		All West Australians aged 12 years and over were eligible to be vaccinated by 13/09/21\n8/6/21 for people aged 30-49 (pfizer), 50 and over (Astrazeneca) and fpr 16 and over Indigenous and Torres Strait Islander people\n16/8/21 for people aged 16-29\nSee the 'Aus Vaccine Availability' sheet for more information	All West Australians aged 12 years and over were able to be vaccinated by 13/09/21\n10/6/21 for people aged 30-49 (pfizer), 50 and over (Astrazeneca) and fpr 16 and over Indigenous and Torres Strait Islander people\n16/8/21 for people aged 16-29\nSee the 'Aus Vaccine Availability' sheet for more information	ATAGI recommends that a person receive their\nbooster vaccination being:\n(a) from the 24 December 2021 until 3 January 2022, a date which is 5 months from\nthe date the person became fully vaccinated;\n(b) from 4 January 2022 until 30 January 2022, a date which is 4 months from the\ndate the person became fully vaccinated;\n( c) from 31 January 2022, a date which is 3 months from the date the person became\nfully vaccinated				WA Government Annoucement	WAETFLT0V2	4540
53	WA	NEED UPDATE!!!	Public Space	Parents and carers can visit boarding schools and other residential facilities	2022-03-29		2022-04-26	2022-06-10				73	proof of vaccination (if required), mask wearing and physical distancing from Term 2 2022				Public Health Order		All West Australians aged 12 years and over were eligible to be vaccinated by 13/09/21\n8/6/21 for people aged 30-49 (pfizer), 50 and over (Astrazeneca) and fpr 16 and over Indigenous and Torres Strait Islander people\n16/8/21 for people aged 16-29\nSee the 'Aus Vaccine Availability' sheet for more information	All West Australians aged 12 years and over were able to be vaccinated by 13/09/21\n10/6/21 for people aged 30-49 (pfizer), 50 and over (Astrazeneca) and fpr 16 and over Indigenous and Torres Strait Islander people\n16/8/21 for people aged 16-29\nSee the 'Aus Vaccine Availability' sheet for more information					WA Government Annoucement	WAPRSF00V1	4539
54	WA	NEED UPDATE!!!	Public Space	travel restrictions to remote Aboriginal communities			2022-06-10	2022-06-15	Announcement			5					Public Health Order		All West Australians aged 12 years and over were eligible to be vaccinated by 13/09/21\n8/6/21 for people aged 30-49 (pfizer), 50 and over (Astrazeneca) and fpr 16 and over Indigenous and Torres Strait Islander people\n16/8/21 for people aged 16-29\nSee the 'Aus Vaccine Availability' sheet for more information	All West Australians aged 12 years and over were able to be vaccinated by 13/09/21\n10/6/21 for people aged 30-49 (pfizer), 50 and over (Astrazeneca) and fpr 16 and over Indigenous and Torres Strait Islander people\n16/8/21 for people aged 16-29\nSee the 'Aus Vaccine Availability' sheet for more information					WA Government Annoucement	WAPRCT0000	800
55	NSW	Public Health (COVID-19 Additional Restrictions for Delta Outbreak) Order 2021	Public Space	Construction sites		2021-08-10	2021-08-11	2021-10-11	Repealed by the Public Health (COVID-19 General) Order 2021	27/09/21: the rule limiting construction sites to 50 per cent capacity if they have any unvaccinated workers was removed. However, workers from the 12 Sydney local government areas (LGAs) of concern will still only be allowed to leave their area for work if they are vaccinated.		62	a person whose place of residence is in a declared area must not enter or remain on a construction site in Greater Sydney unless the resident—\n(a) has had 2 doses of a COVID-19 vaccine, or\n(b) has had 1 dose of a COVID-19 vaccine at least 21 days ago, or\n(c) has had 1 dose of a COVID-19 vaccine within the preceding 21 days and has been tested for COVID-19 within the preceding 72 hours, or\n(d) has a certified medical contraindication and has been tested for COVID-19 within the preceding 72 hours.\nA person must carry the required evidence, and produce the required evidence for inspection if requested.	has a certified medical contraindication\nThe mandate does not apply to a person who enters or remains on a construction site because of an emergency, a police officer or an authorised officer.	Public Health (COVID-19 Additional Restrictions for Delta Outbreak) Amendment (No 23) Order 2021	Section 10 of the Public Health Act 2010 creates an offence if an individual fails to comply with a direction with a maximum penalty of imprisonment for 6 months or a fine of up to $11,000 (or both) plus a further $5,500 fine each day the offence continues. Corporations that fail to comply with a direction are liable to a fine of $55,000 and $27,500 each day the offence continues. The Public Health Regulation 2012 also enables authorised officers to issue penalty notices for offences against clause 6 by individuals for an amount of $4,000 and $1,000 in other cases.	Minister for Health and Medical Research	NSW Government Gazette: the official notification of the making of statutory instruments							Public Health Order	NSWEBCW0000	
